participant,Pointing From,Target Building,Correct Ans,Pointing To,Angular Error
607,Sauer,Snow,89.63525726,17.39381,72.24144726
607,Sauer,Tobler,2.713388186,105.8802,103.1668118
607,Sauer,Harvey,23.09134403,70.3872,47.29585597
607,Sauer,Golledge,51.85616181,50.38698,1.46918181
607,Sauer,Harris,4.240040564,10.12844,5.888399436
607,Sauer,Batty,6.744508622,71.88811,65.14360138
607,Sauer,Lynch,17.76205492,76.38361,58.62155508
607,Tobler,Harris,173.2852643,17.12188,156.1633843
607,Tobler,Batty,171.0086651,47.11626,123.8924051
607,Tobler,Harvey,147.248191,149.1103,1.862109
607,Tobler,Sauer,20.69981416,20.62124,0.07857416
607,Tobler,Snow,38.78279809,54.61906,15.83626191
607,Tobler,Lynch,156.2355625,44.61692,111.6186425
607,Tobler,Golledge,67.30353066,85.11374,17.81020934
620,Batty,Tobler,37.30802198,0.7999081,36.50811388
620,Batty,Harvey,93.19423766,21.1887,72.00553766
620,Batty,Golledge,51.76768154,3.757652,48.01002954
620,Batty,Lynch,47.32798389,45.32931,1.99867389
620,Batty,Snow,48.19947553,52.68018,4.48070447
620,Batty,Harris,37.5286373,33.18397,4.3446673
620,Batty,Sauer,30.3316951,6.226205,24.1054901
620,Lynch,Batty,130.6542463,133.2482,2.5939537
620,Lynch,Tobler,17.95076442,43.25143,25.30066558
620,Lynch,Sauer,29.20903342,23.76074,5.44829342
620,Lynch,Snow,8.968174613,30.75514,21.78696539
620,Lynch,Harris,7.021704671,3.809714,3.211990671
620,Lynch,Harvey,48.19593801,40.25639,7.93954801
620,Lynch,Golledge,3.323863738,17.26118,13.93731626
620,Harris,Tobler,99.95984558,136.7813,36.82145442
620,Harris,Snow,84.7281122,155.2803,70.5521878
620,Harris,Golledge,77.71082192,121.2813,43.57047808
620,Harris,Harvey,2.146796904,128.2832,126.1364031
620,Harris,Batty,83.35216568,41.71832,41.63384568
620,Harris,Lynch,114.5627943,38.21891,76.3438843
620,Harris,Sauer,110.6574336,125.2833,14.6258664
620,Harvey,Sauer,46.29205396,100.2821,53.99004604
620,Harvey,Tobler,42.14615863,103.7825,61.63634137
620,Harvey,Lynch,32.28246429,25.78535,6.49711429
620,Harvey,Snow,66.19140238,92.28275,26.09134762
620,Harvey,Batty,46.54689912,37.28445,9.26244912
620,Harvey,Harris,4.196894849,18.78662,14.58972515
620,Harvey,Golledge,64.9530254,40.2843,24.6687254
620,Golledge,Lynch,173.9683139,52.90202,121.0662939
620,Golledge,Snow,1.204134401,175.2003,173.9961656
620,Golledge,Tobler,147.0284471,41.90569,105.1227571
620,Golledge,Harvey,139.9309368,25.64395,114.2869868
620,Golledge,Harris,176.2022806,30.13851,146.0637706
620,Golledge,Batty,173.5694617,20.15369,153.4157717
620,Golledge,Sauer,76.21088344,75.39458,0.81630344
620,Snow,Batty,90.64700942,126.1591,35.51209058
620,Snow,Harvey,119.6929579,179.263,59.5700421
620,Snow,Golledge,125.8431145,122.3363,3.5068145
620,Snow,Tobler,63.69277617,162.1485,98.45572383
620,Snow,Lynch,79.44851915,112.6572,33.20868085
620,Snow,Harris,88.09346154,175.5985,87.50503846
620,Snow,Sauer,0.279262352,18.85213,18.57286765
620,Sauer,Batty,6.744508622,75.88425,69.13974138
620,Sauer,Golledge,51.85616181,51.38716,0.46900181
620,Sauer,Lynch,17.76205492,0.6540186,17.10803632
620,Sauer,Harvey,23.09134403,43.38757,20.29622597
620,Sauer,Harris,4.240040564,71.38486,67.14481944
620,Sauer,Snow,89.63525726,2.178525,87.45673226
620,Sauer,Tobler,2.713388186,22.88996,20.17657181
620,Tobler,Lynch,156.2355625,43.11809,113.1174725
620,Tobler,Golledge,67.30353066,23.12187,44.18166066
620,Tobler,Snow,38.78279809,40.61806,1.83526191
620,Tobler,Batty,171.0086651,103.1163,67.8923651
620,Tobler,Sauer,20.69981416,53.11645,32.41663584
620,Tobler,Harris,173.2852643,23.12172,150.1635443
620,Tobler,Harvey,147.248191,52.62004,94.628151
748,Batty,Tobler,37.30802198,14.69708,22.61094198
748,Batty,Harris,37.5286373,63.67849,26.1498527
748,Batty,Sauer,30.3316951,54.17907,23.8473749
748,Batty,Lynch,47.32798389,43.33051,3.99747389
748,Batty,Snow,48.19947553,62.67927,14.47979447
748,Batty,Harvey,93.19423766,61.67867,31.51556766
748,Batty,Golledge,51.76768154,37.68289,14.08479154
748,Lynch,Batty,130.6542463,127.749,2.9052463
748,Lynch,Tobler,17.95076442,20.2637,2.31293558
748,Lynch,Snow,8.968174613,17.26594,8.297765387
748,Lynch,Golledge,3.323863738,1.002101,2.321762738
748,Lynch,Harris,7.021704671,69.75236,62.73065533
748,Lynch,Harvey,48.19593801,52.75389,4.55795199
748,Lynch,Sauer,29.20903342,27.75901,1.45002342
748,Harris,Lynch,114.5627943,109.7819,4.7808943
748,Harris,Golledge,77.71082192,99.21811,21.50728808
748,Harris,Snow,84.7281122,34.21818,50.5099322
748,Harris,Sauer,110.6574336,48.21898,62.4384536
748,Harris,Tobler,99.95984558,116.2163,16.25645442
748,Harris,Batty,83.35216568,51.21853,32.13363568
748,Harris,Harvey,2.146796904,25.78611,23.6393131
748,Harvey,Batty,46.54689912,97.78246,51.23556088
748,Harvey,Snow,66.19140238,68.2834,2.09199762
748,Harvey,Tobler,42.14615863,13.28776,28.85839863
748,Harvey,Sauer,46.29205396,27.78526,18.50679396
748,Harvey,Golledge,64.9530254,124.7824,59.8293746
748,Harvey,Lynch,32.28246429,61.28342,29.00095571
748,Harvey,Harris,4.196894849,25.78584,21.58894515
748,Golledge,Sauer,76.21088344,71.39646,4.81442344
748,Golledge,Tobler,147.0284471,142.8691,4.1593471
748,Golledge,Harvey,139.9309368,103.8836,36.0473368
748,Golledge,Lynch,173.9683139,140.5908,33.3775139
748,Golledge,Harris,176.2022806,70.89571,105.3065706
748,Golledge,Batty,173.5694617,4.588128,168.9813337
748,Golledge,Snow,1.204134401,98.11044,96.9063056
748,Snow,Tobler,63.69277617,1.366447,62.32632917
748,Snow,Harvey,119.6929579,108.8377,10.8552579
748,Snow,Golledge,125.8431145,133.338,7.4948855
748,Snow,Lynch,79.44851915,35.34474,44.10377915
748,Snow,Harris,88.09346154,95.83956,7.74609846
748,Snow,Batty,90.64700942,2.448725,88.19828442
748,Snow,Sauer,0.279262352,58.84158,58.56231765
748,Sauer,Tobler,2.713388186,2.179334,0.534054186
748,Sauer,Golledge,51.85616181,51.88731,0.03114819
748,Sauer,Harvey,23.09134403,18.89128,4.20006403
748,Sauer,Lynch,17.76205492,87.38297,69.62091508
748,Sauer,Snow,89.63525726,88.38458,1.25067726
748,Sauer,Batty,6.744508622,9.896482,3.151973378
748,Sauer,Harris,4.240040564,82.8819,78.64185944
748,Tobler,Snow,38.78279809,33.12012,5.66267809
748,Tobler,Sauer,20.69981416,10.89358,9.80623416
748,Tobler,Batty,171.0086651,62.11478,108.8938851
748,Tobler,Golledge,67.30353066,89.11523,21.81169934
748,Tobler,Lynch,156.2355625,122.1151,34.1204625
748,Tobler,Harris,173.2852643,42.1189,131.1663643
748,Tobler,Harvey,147.248191,13.62584,133.622351
775,Batty,Snow,48.19947553,5.728853,42.47062253
775,Batty,Harris,37.5286373,27.68568,9.8429573
775,Batty,Tobler,37.30802198,10.70258,26.60544198
775,Batty,Lynch,47.32798389,51.82659,4.49860611
775,Batty,Sauer,30.3316951,73.32452,42.9928249
775,Batty,Harvey,93.19423766,57.679,35.51523766
775,Batty,Golledge,51.76768154,27.33507,24.43261154
775,Lynch,Harris,7.021704671,4.797711,2.223993671
775,Lynch,Sauer,29.20903342,22.25678,6.95225342
775,Lynch,Snow,8.968174613,3.315702,5.652472613
775,Lynch,Harvey,48.19593801,19.76217,28.43376801
775,Lynch,Batty,130.6542463,133.7494,3.0951537
775,Lynch,Golledge,3.323863738,11.76554,8.441676262
775,Lynch,Tobler,17.95076442,3.316233,14.63453142
775,Harris,Golledge,77.71082192,82.71755,5.00672808
775,Harris,Batty,83.35216568,88.7832,5.43103432
775,Harris,Tobler,99.95984558,108.2165,8.25665442
775,Harris,Harvey,2.146796904,47.7205,45.5737031
775,Harris,Sauer,110.6574336,102.7174,7.9400336
775,Harris,Lynch,114.5627943,115.7829,1.2201057
775,Harris,Snow,84.7281122,69.71793,15.0101822
775,Harvey,Tobler,42.14615863,91.78329,49.63713137
775,Harvey,Harris,4.196894849,22.78542,18.58852515
775,Harvey,Lynch,32.28246429,23.28531,8.99715429
775,Harvey,Snow,66.19140238,161.2797,95.08829762
775,Harvey,Batty,46.54689912,4.298742,42.24815712
775,Harvey,Golledge,64.9530254,124.7824,59.8293746
775,Harvey,Sauer,46.29205396,171.7095,125.417446
775,Golledge,Batty,173.5694617,151.3588,22.2106617
775,Golledge,Harris,176.2022806,165.33,10.8722806
775,Golledge,Lynch,173.9683139,139.8691,34.0992139
775,Golledge,Snow,1.204134401,4.112422,2.908287599
775,Golledge,Sauer,76.21088344,74.89195,1.31893344
775,Golledge,Harvey,139.9309368,146.8651,6.9341632
775,Golledge,Tobler,147.0284471,168.8111,21.7826529
775,Snow,Lynch,79.44851915,59.34308,20.10543915
775,Snow,Tobler,63.69277617,61.34074,2.35203617
775,Snow,Batty,90.64700942,70.3424,20.30460942
775,Snow,Golledge,125.8431145,133.336,7.4928855
775,Snow,Harris,88.09346154,74.34238,13.75108154
775,Snow,Harvey,119.6929579,4.220904,115.4720539
775,Snow,Sauer,0.279262352,73.34176,73.06249765
775,Sauer,Batty,6.744508622,40.11803,33.37352138
775,Sauer,Harris,4.240040564,23.62188,19.38183944
775,Sauer,Lynch,17.76205492,37.61925,19.85719508
775,Sauer,Harvey,23.09134403,11.62768,11.46366403
775,Sauer,Tobler,2.713388186,0.6516207,2.061767486
775,Sauer,Golledge,51.85616181,79.38573,27.52956819
775,Sauer,Snow,89.63525726,47.38416,42.25109726
775,Tobler,Harris,173.2852643,147.3817,25.9035643
775,Tobler,Golledge,67.30353066,85.61664,18.31310934
775,Tobler,Sauer,20.69981416,0.6516207,20.04819346
775,Tobler,Snow,38.78279809,42.1184,3.33560191
775,Tobler,Harvey,147.248191,171.099,23.850809
775,Tobler,Batty,171.0086651,138.3822,32.6264651
775,Tobler,Lynch,156.2355625,153.8801,2.3554625
778,Batty,Golledge,51.76768154,37.68161,14.08607154
778,Batty,Lynch,47.32798389,35.33324,11.99474389
778,Batty,Harris,37.5286373,7.864869,29.6637683
778,Batty,Tobler,37.30802198,28.18457,9.12345198
778,Batty,Harvey,93.19423766,10.7032,82.49103766
778,Batty,Snow,48.19947553,25.68695,22.51252553
778,Batty,Sauer,30.3316951,35.68247,5.3507749
778,Lynch,Golledge,3.323863738,8.777336,5.453472262
778,Lynch,Sauer,29.20903342,28.75468,0.45435342
778,Lynch,Harvey,48.19593801,58.74908,10.55314199
778,Lynch,Batty,130.6542463,133.25,2.5957537
778,Lynch,Tobler,17.95076442,14.26296,3.68780442
778,Lynch,Harris,7.021704671,38.75379,31.73208533
778,Lynch,Snow,8.968174613,18.75937,9.791195387
778,Harris,Lynch,114.5627943,123.2823,8.7195057
778,Harris,Harvey,2.146796904,54.21862,52.0718231
778,Harris,Batty,83.35216568,129.2813,45.92913432
778,Harris,Golledge,77.71082192,6.228063,71.48275892
778,Harris,Tobler,99.95984558,29.71918,70.24066558
778,Harris,Snow,84.7281122,21.7193,63.0088122
778,Harris,Sauer,110.6574336,45.21806,65.4393736
778,Harvey,Snow,66.19140238,100.7821,34.59069762
778,Harvey,Sauer,46.29205396,73.78352,27.49146604
778,Harvey,Harris,4.196894849,64.28384,60.08694515
778,Harvey,Tobler,42.14615863,19.28641,22.85974863
778,Harvey,Golledge,64.9530254,37.7845,27.1685254
778,Harvey,Batty,46.54689912,88.28285,41.73595088
778,Harvey,Lynch,32.28246429,78.78244,46.49997571
778,Golledge,Sauer,76.21088344,44.12834,32.08254344
778,Golledge,Lynch,173.9683139,6.744071,167.2242429
778,Golledge,Harvey,139.9309368,20.15336,119.7775768
778,Golledge,Batty,173.5694617,2.932714,170.6367477
778,Golledge,Harris,176.2022806,27.63931,148.5629706
778,Golledge,Snow,1.204134401,73.61395,72.4098156
778,Golledge,Tobler,147.0284471,1.392408,145.6360391
778,Snow,Batty,90.64700942,163.1448,72.49779058
778,Snow,Lynch,79.44851915,171.6254,92.17688085
778,Snow,Golledge,125.8431145,123.3372,2.5059145
778,Snow,Tobler,63.69277617,173.8002,110.1074238
778,Snow,Harvey,119.6929579,125.658,5.9650421
778,Snow,Harris,88.09346154,164.323,76.22953846
778,Snow,Sauer,0.279262352,110.3405,110.0612376
778,Sauer,Tobler,2.713388186,12.12793,9.414541814
778,Sauer,Snow,89.63525726,77.88452,11.75073726
778,Sauer,Harris,4.240040564,78.38311,74.14306944
778,Sauer,Golledge,51.85616181,47.88857,3.96759181
778,Sauer,Lynch,17.76205492,63.38668,45.62462508
778,Sauer,Batty,6.744508622,67.8872,61.14269138
778,Sauer,Harvey,23.09134403,18.39218,4.69916403
778,Tobler,Batty,171.0086651,55.11766,115.8910051
778,Tobler,Sauer,20.69981416,1.481605,19.21820916
778,Tobler,Lynch,156.2355625,69.61729,86.6182725
778,Tobler,Snow,38.78279809,18.6228,20.15999809
778,Tobler,Harris,173.2852643,54.61594,118.6693243
778,Tobler,Harvey,147.248191,102.6138,44.634391
778,Tobler,Golledge,67.30353066,75.61636,8.31282934
841,Batty,Sauer,30.3316951,1.848856,28.4828391
841,Batty,Snow,48.19947553,86.82533,38.62585447
841,Batty,Tobler,37.30802198,19.34112,17.96690198
841,Batty,Harvey,93.19423766,31.68527,61.50896766
841,Batty,Harris,37.5286373,22.18763,15.3410073
841,Batty,Lynch,47.32798389,16.69347,30.63451389
841,Batty,Golledge,51.76768154,19.3394,32.42828154
841,Lynch,Harvey,48.19593801,25.76002,22.43591801
841,Lynch,Sauer,29.20903342,10.76889,18.44014342
841,Lynch,Golledge,3.323863738,73.25285,69.92898626
841,Lynch,Snow,8.968174613,27.75916,18.79098539
841,Lynch,Tobler,17.95076442,22.75686,4.80609558
841,Lynch,Batty,130.6542463,130.2468,0.4074463
841,Lynch,Harris,7.021704671,0.7143636,6.307341071
841,Harris,Snow,84.7281122,36.71895,48.0091622
841,Harris,Lynch,114.5627943,120.2815,5.7187057
841,Harris,Golledge,77.71082192,51.21865,26.49217192
841,Harris,Tobler,99.95984558,94.71705,5.24279558
841,Harris,Harvey,2.146796904,33.21891,31.0721131
841,Harris,Batty,83.35216568,82.71769,0.63447568
841,Harris,Sauer,110.6574336,122.2816,11.6241664
841,Harvey,Snow,66.19140238,96.28269,30.09128762
841,Harvey,Tobler,42.14615863,84.28293,42.13677137
841,Harvey,Harris,4.196894849,118.7818,114.5849052
841,Harvey,Sauer,46.29205396,42.28374,4.00831396
841,Harvey,Golledge,64.9530254,105.7827,40.8296746
841,Harvey,Batty,46.54689912,42.78391,3.76298912
841,Harvey,Lynch,32.28246429,33.78442,1.50195571
841,Golledge,Batty,173.5694617,158.0716,15.4978617
841,Golledge,Sauer,76.21088344,79.89399,3.68310656
841,Golledge,Tobler,147.0284471,96.38891,50.6395371
841,Golledge,Lynch,173.9683139,178.5307,4.5623861
841,Golledge,Harris,176.2022806,78.8946,97.3076806
841,Golledge,Harvey,139.9309368,177.5017,37.5707632
841,Golledge,Snow,1.204134401,1.469404,0.265269599
841,Snow,Harris,88.09346154,3.905702,84.18775954
841,Snow,Sauer,0.279262352,0.7962303,0.516967948
841,Snow,Lynch,79.44851915,80.34116,0.89264085
841,Snow,Golledge,125.8431145,125.8365,0.0066145
841,Snow,Batty,90.64700942,95.83947,5.19246058
841,Snow,Harvey,119.6929579,51.34444,68.3485179
841,Snow,Tobler,63.69277617,86.33999,22.64721383
841,Sauer,Golledge,51.85616181,53.38745,1.53128819
841,Sauer,Harris,4.240040564,73.88889,69.64884944
841,Sauer,Snow,89.63525726,87.88393,1.75132726
841,Sauer,Harvey,23.09134403,80.38771,57.29636597
841,Sauer,Lynch,17.76205492,70.88782,53.12576508
841,Sauer,Batty,6.744508622,8.13178,1.387271378
841,Sauer,Tobler,2.713388186,69.38773,66.67434181
841,Tobler,Harris,173.2852643,134.6119,38.6733643
841,Tobler,Batty,171.0086651,136.6126,34.3960651
841,Tobler,Snow,38.78279809,57.61545,18.83265191
841,Tobler,Harvey,147.248191,145.6131,1.635091
841,Tobler,Sauer,20.69981416,18.62312,2.07669416
841,Tobler,Lynch,156.2355625,82.11596,74.1196025
841,Tobler,Golledge,67.30353066,129.6138,62.31026934
860,Batty,Lynch,47.32798389,27.33364,19.99434389
860,Batty,Harvey,93.19423766,60.17815,33.01608766
860,Batty,Sauer,30.3316951,76.32475,45.9930549
860,Batty,Snow,48.19947553,35.18291,13.01656553
860,Batty,Harris,37.5286373,28.68575,8.8428873
860,Batty,Golledge,51.76768154,71.32413,19.55644846
860,Batty,Tobler,37.30802198,21.69017,15.61785198
860,Lynch,Sauer,29.20903342,123.2462,94.03716658
860,Lynch,Tobler,17.95076442,131.7451,113.7943356
860,Lynch,Snow,8.968174613,60.25349,51.28531539
860,Lynch,Harris,7.021704671,21.25725,14.23554533
860,Lynch,Batty,130.6542463,133.2467,2.5924537
860,Lynch,Harvey,48.19593801,36.75706,11.43887801
860,Lynch,Golledge,3.323863738,49.25209,45.92822626
860,Harris,Snow,84.7281122,43.21789,41.5102222
860,Harris,Tobler,99.95984558,49.71795,50.24189558
860,Harris,Batty,83.35216568,128.7832,45.43103432
860,Harris,Golledge,77.71082192,98.71682,21.00599808
860,Harris,Lynch,114.5627943,126.7834,12.2206057
860,Harris,Harvey,2.146796904,150.7807,148.6339031
860,Harris,Sauer,110.6574336,35.21845,75.4389836
860,Harvey,Harris,4.196894849,24.28527,20.08837515
860,Harvey,Snow,66.19140238,64.78337,1.40803238
860,Harvey,Tobler,42.14615863,28.28515,13.86100863
860,Harvey,Batty,46.54689912,78.78358,32.23668088
860,Harvey,Sauer,46.29205396,27.78536,18.50669396
860,Harvey,Lynch,32.28246429,91.28285,59.00038571
860,Harvey,Golledge,64.9530254,28.28463,36.6683954
860,Golledge,Snow,1.204134401,2.092935,0.888800599
860,Golledge,Tobler,147.0284471,50.90089,96.1275571
860,Golledge,Harvey,139.9309368,16.66243,123.2685068
860,Golledge,Harris,176.2022806,148.3642,27.8380806
860,Golledge,Lynch,173.9683139,16.165,157.8033139
860,Golledge,Batty,173.5694617,20.15262,153.4168417
860,Golledge,Sauer,76.21088344,73.39298,2.81790344
860,Snow,Harris,88.09346154,167.6387,79.54523846
860,Snow,Golledge,125.8431145,129.8373,3.9941855
860,Snow,Tobler,63.69277617,19.67348,44.01929617
860,Snow,Lynch,79.44851915,175.7769,96.32838085
860,Snow,Sauer,0.279262352,70.84172,70.56245765
860,Snow,Batty,90.64700942,121.1578,30.51079058
860,Snow,Harvey,119.6929579,172.8048,53.1118421
860,Sauer,Batty,6.744508622,69.38419,62.63968138
860,Sauer,Harris,4.240040564,17.39351,13.15346944
860,Sauer,Golledge,51.85616181,44.88452,6.97164181
860,Sauer,Harvey,23.09134403,13.8949,9.19644403
860,Sauer,Tobler,2.713388186,5.409431,2.696042814
860,Sauer,Lynch,17.76205492,25.39189,7.62983508
860,Sauer,Snow,89.63525726,78.88605,10.74920726
860,Tobler,Batty,171.0086651,113.6132,57.3954651
860,Tobler,Sauer,20.69981416,14.62466,6.07515416
860,Tobler,Harris,173.2852643,104.1149,69.1703643
860,Tobler,Snow,38.78279809,19.12322,19.65957809
860,Tobler,Golledge,67.30353066,69.11669,1.81315934
860,Tobler,Lynch,156.2355625,111.615,44.6205625
860,Tobler,Harvey,147.248191,40.61955,106.628641
1000,Batty,Golledge,51.76768154,0.8448781,50.92280344
1000,Batty,Lynch,47.32798389,30.83101,16.49697389
1000,Batty,Harvey,93.19423766,28.685,64.50923766
1000,Batty,Tobler,37.30802198,71.82442,34.51639802
1000,Batty,Snow,48.19947553,9.358325,38.84115053
1000,Batty,Harris,37.5286373,9.705046,27.8235913
1000,Batty,Sauer,30.3316951,28.68497,1.6467251
1000,Lynch,Golledge,3.323863738,24.2561,20.93223626
1000,Lynch,Tobler,17.95076442,41.25083,23.30006558
1000,Lynch,Sauer,29.20903342,14.76323,14.44580342
1000,Lynch,Harvey,48.19593801,13.76899,34.42694801
1000,Lynch,Snow,8.968174613,13.26403,4.295855387
1000,Lynch,Batty,130.6542463,5.790244,124.8640023
1000,Lynch,Harris,7.021704671,134.7472,127.7254953
1000,Harris,Tobler,99.95984558,114.7825,14.82265442
1000,Harris,Snow,84.7281122,126.7808,42.0526878
1000,Harris,Harvey,2.146796904,153.2804,151.1336031
1000,Harris,Sauer,110.6574336,128.2814,17.6239664
1000,Harris,Lynch,114.5627943,11.72276,102.8400343
1000,Harris,Batty,83.35216568,105.2823,21.93013432
1000,Harris,Golledge,77.71082192,22.21946,55.49136192
1000,Harvey,Lynch,32.28246429,83.28291,51.00044571
1000,Harvey,Sauer,46.29205396,21.78571,24.50634396
1000,Harvey,Snow,66.19140238,35.28471,30.90669238
1000,Harvey,Golledge,64.9530254,67.28367,2.3306446
1000,Harvey,Harris,4.196894849,96.78269,92.58579515
1000,Harvey,Batty,46.54689912,83.28283,36.73593088
1000,Harvey,Tobler,42.14615863,104.7827,62.63654137
1000,Golledge,Snow,1.204134401,8.001161,6.797026599
1000,Golledge,Harris,176.2022806,19.15559,157.0466906
1000,Golledge,Harvey,139.9309368,27.4179,112.5130368
1000,Golledge,Lynch,173.9683139,150.083,23.8853139
1000,Golledge,Tobler,147.0284471,131.875,15.1534471
1000,Golledge,Batty,173.5694617,149.5846,23.9848617
1000,Golledge,Sauer,76.21088344,74.39525,1.81563344
1000,Snow,Batty,90.64700942,103.8402,13.19319058
1000,Snow,Harris,88.09346154,85.84081,2.25265154
1000,Snow,Golledge,125.8431145,125.8337,0.0094145
1000,Snow,Harvey,119.6929579,24.85229,94.8406679
1000,Snow,Tobler,63.69277617,19.17362,44.51915617
1000,Snow,Lynch,79.44851915,2.449685,76.99883415
1000,Snow,Sauer,0.279262352,102.8388,102.5595376
1000,Sauer,Lynch,17.76205492,27.88586,10.12380508
1000,Sauer,Batty,6.744508622,28.38868,21.64417138
1000,Sauer,Tobler,2.713388186,11.12921,8.415821814
1000,Sauer,Snow,89.63525726,70.38834,19.24691726
1000,Sauer,Harvey,23.09134403,86.88612,63.79477597
1000,Sauer,Harris,4.240040564,64.38391,60.14386944
1000,Sauer,Golledge,51.85616181,43.88471,7.97145181
1000,Tobler,Golledge,67.30353066,75.61633,8.31279934
1000,Tobler,Batty,171.0086651,107.1146,63.8940651
1000,Tobler,Snow,38.78279809,44.61617,5.83337191
1000,Tobler,Lynch,156.2355625,124.6135,31.6220625
1000,Tobler,Sauer,20.69981416,4.414772,16.28504216
1000,Tobler,Harris,173.2852643,26.61953,146.6657343
1000,Tobler,Harvey,147.248191,59.11872,88.129471
3222,Batty,Tobler,37.30802198,30.68438,6.62364198
3222,Batty,Harvey,93.19423766,38.68256,54.51167766
3222,Batty,Lynch,47.32798389,46.83105,0.49693389
3222,Batty,Snow,48.19947553,19.69014,28.50933553
3222,Batty,Sauer,30.3316951,46.18108,15.8493849
3222,Batty,Harris,37.5286373,47.18014,9.6515027
3222,Batty,Golledge,51.76768154,13.1996,38.56808154
3222,Lynch,Tobler,17.95076442,13.26387,4.68689442
3222,Lynch,Golledge,3.323863738,27.25485,23.93098626
3222,Lynch,Sauer,29.20903342,16.26595,12.94308342
3222,Lynch,Harris,7.021704671,4.798161,2.223543671
3222,Lynch,Snow,8.968174613,3.318889,5.649285613
3222,Lynch,Batty,130.6542463,36.25599,94.3982563
3222,Lynch,Harvey,48.19593801,133.7485,85.55256199
3222,Harris,Batty,83.35216568,86.28191,2.92974432
3222,Harris,Tobler,99.95984558,5.728545,94.23130058
3222,Harris,Golledge,77.71082192,14.72136,62.98946192
3222,Harris,Snow,84.7281122,31.78453,52.9435822
3222,Harris,Lynch,114.5627943,104.2837,10.2790943
3222,Harris,Harvey,2.146796904,28.2857,26.1389031
3222,Harris,Sauer,110.6574336,13.72214,96.9352936
3222,Harvey,Sauer,46.29205396,92.78263,46.49057604
3222,Harvey,Tobler,42.14615863,71.28283,29.13667137
3222,Harvey,Lynch,32.28246429,94.78238,62.49991571
3222,Harvey,Golledge,64.9530254,129.2823,64.3292746
3222,Harvey,Batty,46.54689912,100.7822,54.23530088
3222,Harvey,Harris,4.196894849,105.2831,101.0862052
3222,Harvey,Snow,66.19140238,86.78317,20.59176762
3222,Golledge,Harris,176.2022806,26.64166,149.5606206
3222,Golledge,Snow,1.204134401,2.314015,1.109880599
3222,Golledge,Tobler,147.0284471,127.8773,19.1511471
3222,Golledge,Batty,173.5694617,15.16945,158.4000117
3222,Golledge,Sauer,76.21088344,69.89376,6.31712344
3222,Golledge,Lynch,173.9683139,29.13805,144.8302639
3222,Golledge,Harvey,139.9309368,39.12827,100.8026668
3222,Snow,Sauer,0.279262352,2.278729,1.999466648
3222,Snow,Tobler,63.69277617,58.3415,5.35127617
3222,Snow,Harvey,119.6929579,116.1567,3.5362579
3222,Snow,Lynch,79.44851915,128.6556,49.20708085
3222,Snow,Batty,90.64700942,116.657,26.00999058
3222,Snow,Harris,88.09346154,129.8348,41.74133846
3222,Snow,Golledge,125.8431145,118.6583,7.1848145
3222,Sauer,Golledge,51.85616181,82.88846,31.03229819
3222,Sauer,Tobler,2.713388186,1.029456,1.683932186
3222,Sauer,Lynch,17.76205492,95.37737,77.61531508
3222,Sauer,Snow,89.63525726,99.38698,9.75172274
3222,Sauer,Harvey,23.09134403,110.3839,87.29255597
3222,Sauer,Batty,6.744508622,11.39288,4.648371378
3222,Sauer,Harris,4.240040564,92.38651,88.14646944
3222,Tobler,Batty,171.0086651,120.1136,50.8950651
3222,Tobler,Sauer,20.69981416,7.402606,13.29720816
3222,Tobler,Snow,38.78279809,32.61926,6.16353809
3222,Tobler,Golledge,67.30353066,77.6144,10.31086934
3222,Tobler,Harris,173.2852643,51.11789,122.1673743
3222,Tobler,Lynch,156.2355625,30.61905,125.6165125
3222,Tobler,Harvey,147.248191,14.12582,133.122371
3229,Batty,Tobler,37.30802198,35.18346,2.12456198
3229,Batty,Harvey,93.19423766,93.67534,0.48110234
3229,Batty,Golledge,51.76768154,55.67938,3.91169846
3229,Batty,Snow,48.19947553,44.68111,3.51836553
3229,Batty,Harris,37.5286373,75.67619,38.1475527
3229,Batty,Lynch,47.32798389,19.19024,28.13774389
3229,Batty,Sauer,30.3316951,12.70024,17.6314551
3229,Lynch,Harris,7.021704671,16.26129,9.239585329
3229,Lynch,Tobler,17.95076442,3.320835,14.62992942
3229,Lynch,Sauer,29.20903342,30.75327,1.54423658
3229,Lynch,Snow,8.968174613,14.263,5.294825387
3229,Lynch,Batty,130.6542463,127.251,3.4032463
3229,Lynch,Harvey,48.19593801,24.26142,23.93451801
3229,Lynch,Golledge,3.323863738,6.282818,2.958954262
3229,Harris,Sauer,110.6574336,118.215,7.5575664
3229,Harris,Golledge,77.71082192,77.71654,0.00571808
3229,Harris,Tobler,99.95984558,89.21777,10.74207558
3229,Harris,Batty,83.35216568,74.78324,8.56892568
3229,Harris,Lynch,114.5627943,107.7821,6.7806943
3229,Harris,Harvey,2.146796904,28.71913,26.5723331
3229,Harris,Snow,84.7281122,104.7177,19.9895878
3229,Harvey,Golledge,64.9530254,86.78402,21.8309946
3229,Harvey,Lynch,32.28246429,10.72317,21.55929429
3229,Harvey,Snow,66.19140238,99.28275,33.09134762
3229,Harvey,Sauer,46.29205396,58.28416,11.99210604
3229,Harvey,Harris,4.196894849,27.28517,23.08827515
3229,Harvey,Batty,46.54689912,43.78462,2.76227912
3229,Harvey,Tobler,42.14615863,10.72279,31.42336863
